Peak_ID	Cons_Repeat_Groups	Max_Cons_Repeats
SRR2062968_terra_peak_13241	1	12
SRR2062968_terra_peak_11964	1	12
SRR2062968_terra_peak_18565	2	11
SRR2062968_terra_peak_7061	10	11
SRR2062968_terra_peak_546	2	11
SRR2062968_terra_peak_7661	2	11
SRR2062968_terra_peak_26396	1	11
SRR2062968_terra_peak_4629	1	11
SRR2062968_terra_peak_6720	1	11
SRR2062968_terra_peak_3185	1	11
SRR2062968_terra_peak_16616	1	11
SRR2062968_terra_peak_12499	1	11
SRR2062968_terra_peak_9919	1	11
SRR2062968_terra_peak_17187	1	11
SRR2062968_terra_peak_9898	1	11
SRR2062968_terra_peak_3423	1	11
SRR2062968_terra_peak_8862	1	11
SRR2062968_terra_peak_563	1	11
SRR2062968_terra_peak_3053	1	11
SRR2062968_terra_peak_19092	1	11
SRR2062968_terra_peak_146	1	11
SRR2062968_terra_peak_14224	1	11
SRR2062968_terra_peak_5659	6	10
SRR2062968_terra_peak_9686	2	10
SRR2062968_terra_peak_3970	1	10
SRR2062968_terra_peak_10204	1	10
SRR2062968_terra_peak_5758	1	10
SRR2062968_terra_peak_2413	1	10
SRR2062968_terra_peak_17873	1	10
SRR2062968_terra_peak_10930	1	10
SRR2062968_terra_peak_8913	1	10
SRR2062968_terra_peak_8786	1	10
SRR2062968_terra_peak_7708	1	10
SRR2062968_terra_peak_26642	1	10
SRR2062968_terra_peak_25795	1	10
SRR2062968_terra_peak_15970	1	10
SRR2062968_terra_peak_11582	1	10
SRR2062968_terra_peak_112	1	10
SRR2062968_terra_peak_20512	7	9
SRR2062968_terra_peak_11448	3	9
SRR2062968_terra_peak_11594	2	9
SRR2062968_terra_peak_25014	2	9
SRR2062968_terra_peak_16832	6	9
SRR2062968_terra_peak_21340	2	9
SRR2062968_terra_peak_1794	1	9
SRR2062968_terra_peak_29332	1	9
SRR2062968_terra_peak_2080	1	9
SRR2062968_terra_peak_7055	1	9
SRR2062968_terra_peak_6563	1	9
SRR2062968_terra_peak_599	1	9
SRR2062968_terra_peak_24123	1	9
SRR2062968_terra_peak_22431	1	9
SRR2062968_terra_peak_7085	1	9
SRR2062968_terra_peak_2661	1	9
SRR2062968_terra_peak_9457	1	9
SRR2062968_terra_peak_8957	1	9
SRR2062968_terra_peak_27405	1	9
SRR2062968_terra_peak_23046	1	9
SRR2062968_terra_peak_9664	1	9
SRR2062968_terra_peak_8762	1	9
SRR2062968_terra_peak_6311	1	9
SRR2062968_terra_peak_347	1	9
SRR2062968_terra_peak_26823	1	9
SRR2062968_terra_peak_23553	1	9
SRR2062968_terra_peak_21097	1	9
SRR2062968_terra_peak_1962	1	9
SRR2062968_terra_peak_17808	1	9
SRR2062968_terra_peak_1739	1	9
SRR2062968_terra_peak_16302	1	9
SRR2062968_terra_peak_11897	1	9
SRR2062968_terra_peak_10773	1	9
SRR2062968_terra_peak_3887	4	8
SRR2062968_terra_peak_27185	2	8
SRR2062968_terra_peak_12657	2	8
SRR2062968_terra_peak_15536	2	8
SRR2062968_terra_peak_8539	1	8
SRR2062968_terra_peak_4885	1	8
SRR2062968_terra_peak_13070	1	8
SRR2062968_terra_peak_6843	1	8
SRR2062968_terra_peak_20316	1	8
SRR2062968_terra_peak_14776	1	8
SRR2062968_terra_peak_1407	1	8
SRR2062968_terra_peak_13805	1	8
SRR2062968_terra_peak_11901	1	8
SRR2062968_terra_peak_9099	1	8
SRR2062968_terra_peak_6077	1	8
SRR2062968_terra_peak_3794	1	8
SRR2062968_terra_peak_363	1	8
SRR2062968_terra_peak_2763	1	8
SRR2062968_terra_peak_25381	1	8
SRR2062968_terra_peak_20103	1	8
SRR2062968_terra_peak_1986	1	8
SRR2062968_terra_peak_19222	1	8
SRR2062968_terra_peak_16342	1	8
SRR2062968_terra_peak_15202	1	8
SRR2062968_terra_peak_14544	1	8
SRR2062968_terra_peak_20379	4	7
SRR2062968_terra_peak_29299	3	7
SRR2062968_terra_peak_20361	2	7
SRR2062968_terra_peak_6070	5	7
SRR2062968_terra_peak_25138	2	7
SRR2062968_terra_peak_26082	2	7
SRR2062968_terra_peak_6079	2	7
SRR2062968_terra_peak_22930	2	7
SRR2062968_terra_peak_14223	1	7
SRR2062968_terra_peak_10243	1	7
SRR2062968_terra_peak_12756	1	7
SRR2062968_terra_peak_503	1	7
SRR2062968_terra_peak_28446	1	7
SRR2062968_terra_peak_4047	1	7
SRR2062968_terra_peak_19365	1	7
SRR2062968_terra_peak_21156	1	7
SRR2062968_terra_peak_27059	1	7
SRR2062968_terra_peak_21417	1	7
SRR2062968_terra_peak_17231	1	7
SRR2062968_terra_peak_13437	1	7
SRR2062968_terra_peak_7070	1	7
SRR2062968_terra_peak_4796	1	7
SRR2062968_terra_peak_3330	1	7
SRR2062968_terra_peak_28468	1	7
SRR2062968_terra_peak_24412	1	7
SRR2062968_terra_peak_13328	1	7
SRR2062968_terra_peak_12764	1	7
SRR2062968_terra_peak_11435	1	7
SRR2062968_terra_peak_11156	1	7
SRR2062968_terra_peak_7105	2	6
SRR2062968_terra_peak_14519	8	6
SRR2062968_terra_peak_13644	2	6
SRR2062968_terra_peak_13029	2	6
SRR2062968_terra_peak_2152	2	6
SRR2062968_terra_peak_2514	2	6
SRR2062968_terra_peak_7769	1	6
SRR2062968_terra_peak_6104	1	6
SRR2062968_terra_peak_24040	1	6
SRR2062968_terra_peak_5072	1	6
SRR2062968_terra_peak_29463	1	6
SRR2062968_terra_peak_5812	1	6
SRR2062968_terra_peak_29218	1	6
SRR2062968_terra_peak_2190	1	6
SRR2062968_terra_peak_9872	1	6
SRR2062968_terra_peak_9837	1	6
SRR2062968_terra_peak_22676	1	6
SRR2062968_terra_peak_4377	1	6
SRR2062968_terra_peak_3792	1	6
SRR2062968_terra_peak_3772	1	6
SRR2062968_terra_peak_3125	1	6
SRR2062968_terra_peak_23530	1	6
SRR2062968_terra_peak_20219	1	6
SRR2062968_terra_peak_3427	2	5
SRR2062968_terra_peak_11535	2	5
SRR2062968_terra_peak_5427	2	5
SRR2062968_terra_peak_20297	1	5
SRR2062968_terra_peak_26103	1	5
SRR2062968_terra_peak_9901	1	5
SRR2062968_terra_peak_542	1	5
SRR2062968_terra_peak_24845	1	5
SRR2062968_terra_peak_13035	1	5
SRR2062968_terra_peak_20023	1	5
SRR2062968_terra_peak_22691	1	5
SRR2062968_terra_peak_9900	1	5
SRR2062968_terra_peak_23216	1	5
SRR2062968_terra_peak_21828	1	5
SRR2062968_terra_peak_25974	1	5
SRR2062968_terra_peak_22945	1	5
SRR2062968_terra_peak_21303	1	5
SRR2062968_terra_peak_19649	1	5
SRR2062968_terra_peak_16792	1	5
SRR2062968_terra_peak_10824	1	5
SRR2062968_terra_peak_4818	1	4
SRR2062968_terra_peak_13989	1	4
SRR2062968_terra_peak_24249	1	4
SRR2062968_terra_peak_18965	1	4
SRR2062968_terra_peak_30269	1	4
SRR2062968_terra_peak_26185	1	4
SRR2062968_terra_peak_16035	1	4
SRR2062968_terra_peak_1867	1	4
SRR2062968_terra_peak_22473	1	4
SRR2062968_terra_peak_19772	1	4
SRR2062968_terra_peak_24115	1	4
SRR2062968_terra_peak_7063	1	4
SRR2062968_terra_peak_2736	1	4
SRR2062968_terra_peak_24702	1	4
SRR2062968_terra_peak_10863	1	4
SRR2062968_terra_peak_24141	1	4
SRR2062968_terra_peak_23937	1	4
SRR2062968_terra_peak_18030	1	4
SRR2062968_terra_peak_12083	1	4
SRR2062968_terra_peak_11696	1	4
SRR2062968_terra_peak_29760	1	4
SRR2062968_terra_peak_28733	1	4
SRR2062968_terra_peak_26718	1	4
SRR2062968_terra_peak_24526	1	4
SRR2062968_terra_peak_22715	1	4
SRR2062968_terra_peak_10022	1	4
SRR2062968_terra_peak_8618	1	4
SRR2062968_terra_peak_6769	1	4
SRR2062968_terra_peak_26256	1	4
SRR2062968_terra_peak_25562	1	4
SRR2062968_terra_peak_20399	1	4
SRR2062968_terra_peak_18622	1	4
SRR2062968_terra_peak_16972	1	4
SRR2062968_terra_peak_1093	1	4
SRR2062968_terra_peak_19685	0	3
SRR2062968_terra_peak_15377	0	3
SRR2062968_terra_peak_1279	0	3
SRR2062968_terra_peak_21136	0	3
SRR2062968_terra_peak_10101	0	3
SRR2062968_terra_peak_18385	0	3
SRR2062968_terra_peak_26115	0	3
SRR2062968_terra_peak_11560	0	3
SRR2062968_terra_peak_11561	0	3
SRR2062968_terra_peak_8841	0	3
SRR2062968_terra_peak_24255	0	3
SRR2062968_terra_peak_3668	0	3
SRR2062968_terra_peak_3669	0	3
SRR2062968_terra_peak_13360	0	3
SRR2062968_terra_peak_19525	0	3
SRR2062968_terra_peak_8119	0	3
SRR2062968_terra_peak_27611	0	3
SRR2062968_terra_peak_148	0	3
SRR2062968_terra_peak_11917	0	3
SRR2062968_terra_peak_6688	0	3
SRR2062968_terra_peak_17902	0	3
SRR2062968_terra_peak_13097	0	3
SRR2062968_terra_peak_13789	0	3
SRR2062968_terra_peak_16463	0	3
SRR2062968_terra_peak_13237	0	3
SRR2062968_terra_peak_19686	0	3
SRR2062968_terra_peak_19755	0	3
SRR2062968_terra_peak_30201	0	3
SRR2062968_terra_peak_18986	0	3
SRR2062968_terra_peak_18630	0	3
SRR2062968_terra_peak_11048	0	3
SRR2062968_terra_peak_337	0	3
SRR2062968_terra_peak_27470	0	3
SRR2062968_terra_peak_16542	0	3
SRR2062968_terra_peak_29187	0	3
SRR2062968_terra_peak_19729	0	3
SRR2062968_terra_peak_3398	0	3
SRR2062968_terra_peak_14635	0	3
SRR2062968_terra_peak_1342	0	3
SRR2062968_terra_peak_12807	0	3
SRR2062968_terra_peak_12591	0	3
SRR2062968_terra_peak_9796	0	3
SRR2062968_terra_peak_7030	0	3
SRR2062968_terra_peak_6558	0	3
SRR2062968_terra_peak_2465	0	3
SRR2062968_terra_peak_24542	0	3
SRR2062968_terra_peak_23518	0	3
SRR2062968_terra_peak_22590	0	3
SRR2062968_terra_peak_20561	0	3
SRR2062968_terra_peak_20305	0	3
SRR2062968_terra_peak_19362	0	3
SRR2062968_terra_peak_19292	0	3
SRR2062968_terra_peak_18276	0	3
SRR2062968_terra_peak_17384	0	3
SRR2062968_terra_peak_13316	0	3
SRR2062968_terra_peak_12091	0	3
SRR2062968_terra_peak_20529	0	2
SRR2062968_terra_peak_30270	0	2
SRR2062968_terra_peak_30234	0	2
SRR2062968_terra_peak_25269	0	2
SRR2062968_terra_peak_6703	0	2
SRR2062968_terra_peak_6071	0	2
SRR2062968_terra_peak_24484	0	2
SRR2062968_terra_peak_27160	0	2
SRR2062968_terra_peak_24029	0	2
SRR2062968_terra_peak_14584	0	2
SRR2062968_terra_peak_15196	0	2
SRR2062968_terra_peak_19586	0	2
SRR2062968_terra_peak_13581	0	2
SRR2062968_terra_peak_22972	0	2
SRR2062968_terra_peak_3243	0	2
SRR2062968_terra_peak_23964	0	2
SRR2062968_terra_peak_1957	0	2
SRR2062968_terra_peak_24107	0	2
SRR2062968_terra_peak_27217	0	2
SRR2062968_terra_peak_14653	0	2
SRR2062968_terra_peak_13531	0	2
SRR2062968_terra_peak_22219	0	2
SRR2062968_terra_peak_490	0	2
SRR2062968_terra_peak_24847	0	2
SRR2062968_terra_peak_19687	0	2
SRR2062968_terra_peak_19691	0	2
SRR2062968_terra_peak_8881	0	2
SRR2062968_terra_peak_8709	0	2
SRR2062968_terra_peak_119	0	2
SRR2062968_terra_peak_10817	0	2
SRR2062968_terra_peak_5515	0	2
SRR2062968_terra_peak_27299	0	2
SRR2062968_terra_peak_18709	0	2
SRR2062968_terra_peak_12667	0	2
SRR2062968_terra_peak_8397	0	2
SRR2062968_terra_peak_4538	0	2
SRR2062968_terra_peak_2124	0	2
SRR2062968_terra_peak_12707	0	2
SRR2062968_terra_peak_9722	0	2
SRR2062968_terra_peak_27057	0	2
SRR2062968_terra_peak_24581	0	2
SRR2062968_terra_peak_20449	0	2
SRR2062968_terra_peak_12164	0	2
SRR2062968_terra_peak_24367	0	2
SRR2062968_terra_peak_24147	0	2
SRR2062968_terra_peak_26108	0	2
SRR2062968_terra_peak_30203	0	2
SRR2062968_terra_peak_5408	0	2
SRR2062968_terra_peak_5556	0	2
SRR2062968_terra_peak_24253	0	2
SRR2062968_terra_peak_15218	0	2
SRR2062968_terra_peak_15143	0	2
SRR2062968_terra_peak_6622	0	2
SRR2062968_terra_peak_6604	0	2
SRR2062968_terra_peak_18922	0	2
SRR2062968_terra_peak_11915	0	2
SRR2062968_terra_peak_6628	0	2
SRR2062968_terra_peak_6627	0	2
SRR2062968_terra_peak_6620	0	2
SRR2062968_terra_peak_6103	0	2
SRR2062968_terra_peak_5915	0	2
SRR2062968_terra_peak_28231	0	2
SRR2062968_terra_peak_27718	0	2
SRR2062968_terra_peak_27011	0	2
SRR2062968_terra_peak_20610	0	2
SRR2062968_terra_peak_20185	0	2
SRR2062968_terra_peak_17542	0	2
SRR2062968_terra_peak_17393	0	2
SRR2062968_terra_peak_16538	0	2
SRR2062968_terra_peak_12585	0	2
SRR2062968_terra_peak_11816	0	2
SRR2062968_terra_peak_6600	0	2
SRR2062968_terra_peak_29552	0	2
SRR2062968_terra_peak_28328	0	2
SRR2062968_terra_peak_27423	0	2
SRR2062968_terra_peak_26575	0	2
SRR2062968_terra_peak_24643	0	2
SRR2062968_terra_peak_23100	0	2
SRR2062968_terra_peak_1914	0	2
SRR2062968_terra_peak_16716	0	2
SRR2062968_terra_peak_14641	0	2
SRR2062968_terra_peak_13739	0	2
SRR2062968_terra_peak_13279	0	2
SRR2062968_terra_peak_1266	0	2
SRR2062968_terra_peak_10458	0	2
SRR2062968_terra_peak_6619	0	2
SRR2062968_terra_peak_6617	0	2
SRR2062968_terra_peak_6606	0	2
SRR2062968_terra_peak_6603	0	2
SRR2062968_terra_peak_6597	0	2
SRR2062968_terra_peak_6354	0	2
SRR2062968_terra_peak_4827	0	2
SRR2062968_terra_peak_418	0	2
SRR2062968_terra_peak_27749	0	2
SRR2062968_terra_peak_27210	0	2
SRR2062968_terra_peak_26174	0	2
SRR2062968_terra_peak_23854	0	2
SRR2062968_terra_peak_18876	0	2
SRR2062968_terra_peak_18486	0	2
SRR2062968_terra_peak_18300	0	2
SRR2062968_terra_peak_14371	0	2
SRR2062968_terra_peak_1267	0	2
SRR2062968_terra_peak_12621	0	2
SRR2062968_terra_peak_1218	0	2
SRR2062968_terra_peak_29136	0	1
SRR2062968_terra_peak_26691	0	1
SRR2062968_terra_peak_18665	0	1
SRR2062968_terra_peak_28317	0	1
SRR2062968_terra_peak_28225	0	1
SRR2062968_terra_peak_18668	0	1
SRR2062968_terra_peak_18669	0	1
SRR2062968_terra_peak_4811	0	1
SRR2062968_terra_peak_18666	0	1
SRR2062968_terra_peak_28207	0	1
SRR2062968_terra_peak_28209	0	1
SRR2062968_terra_peak_12788	0	1
SRR2062968_terra_peak_7304	0	1
SRR2062968_terra_peak_29285	0	1
SRR2062968_terra_peak_7312	0	1
SRR2062968_terra_peak_7302	0	1
SRR2062968_terra_peak_29137	0	1
SRR2062968_terra_peak_28297	0	1
SRR2062968_terra_peak_28239	0	1
SRR2062968_terra_peak_28236	0	1
SRR2062968_terra_peak_7324	0	1
SRR2062968_terra_peak_28292	0	1
SRR2062968_terra_peak_28291	0	1
SRR2062968_terra_peak_28273	0	1
SRR2062968_terra_peak_280	0	1
SRR2062968_terra_peak_22168	0	1
SRR2062968_terra_peak_7303	0	1
SRR2062968_terra_peak_7289	0	1
SRR2062968_terra_peak_7277	0	1
SRR2062968_terra_peak_28327	0	1
SRR2062968_terra_peak_28224	0	1
SRR2062968_terra_peak_28219	0	1
SRR2062968_terra_peak_19673	0	1
SRR2062968_terra_peak_7292	0	1
SRR2062968_terra_peak_5490	0	1
SRR2062968_terra_peak_30271	0	1
SRR2062968_terra_peak_28248	0	1
SRR2062968_terra_peak_28197	0	1
SRR2062968_terra_peak_14083	0	1
SRR2062968_terra_peak_7306	0	1
SRR2062968_terra_peak_7280	0	1
SRR2062968_terra_peak_6700	0	1
SRR2062968_terra_peak_4767	0	1
SRR2062968_terra_peak_4316	0	1
SRR2062968_terra_peak_30261	0	1
SRR2062968_terra_peak_30067	0	1
SRR2062968_terra_peak_30025	0	1
SRR2062968_terra_peak_30017	0	1
SRR2062968_terra_peak_30016	0	1
SRR2062968_terra_peak_29987	0	1
SRR2062968_terra_peak_29984	0	1
SRR2062968_terra_peak_29284	0	1
SRR2062968_terra_peak_29276	0	1
SRR2062968_terra_peak_29266	0	1
SRR2062968_terra_peak_28227	0	1
SRR2062968_terra_peak_28220	0	1
SRR2062968_terra_peak_28199	0	1
SRR2062968_terra_peak_28174	0	1
SRR2062968_terra_peak_2524	0	1
SRR2062968_terra_peak_24812	0	1
SRR2062968_terra_peak_18672	0	1
SRR2062968_terra_peak_7507	0	1
SRR2062968_terra_peak_7307	0	1
SRR2062968_terra_peak_7275	0	1
SRR2062968_terra_peak_7221	0	1
SRR2062968_terra_peak_6701	0	1
SRR2062968_terra_peak_6554	0	1
SRR2062968_terra_peak_5505	0	1
SRR2062968_terra_peak_475	0	1
SRR2062968_terra_peak_30003	0	1
SRR2062968_terra_peak_29278	0	1
SRR2062968_terra_peak_29272	0	1
SRR2062968_terra_peak_29271	0	1
SRR2062968_terra_peak_29260	0	1
SRR2062968_terra_peak_28293	0	1
SRR2062968_terra_peak_28289	0	1
SRR2062968_terra_peak_28268	0	1
SRR2062968_terra_peak_28250	0	1
SRR2062968_terra_peak_28234	0	1
SRR2062968_terra_peak_28208	0	1
SRR2062968_terra_peak_28194	0	1
SRR2062968_terra_peak_25886	0	1
SRR2062968_terra_peak_24254	0	1
SRR2062968_terra_peak_24092	0	1
SRR2062968_terra_peak_23984	0	1
SRR2062968_terra_peak_22537	0	1
SRR2062968_terra_peak_20910	0	1
SRR2062968_terra_peak_12349	0	1
SRR2062968_terra_peak_12058	0	1
SRR2062968_terra_peak_9506	0	1
SRR2062968_terra_peak_9024	0	1
SRR2062968_terra_peak_885	0	1
SRR2062968_terra_peak_8814	0	1
SRR2062968_terra_peak_8804	0	1
SRR2062968_terra_peak_8617	0	1
SRR2062968_terra_peak_8614	0	1
SRR2062968_terra_peak_8563	0	1
SRR2062968_terra_peak_8057	0	1
SRR2062968_terra_peak_7764	0	1
SRR2062968_terra_peak_7666	0	1
SRR2062968_terra_peak_7339	0	1
SRR2062968_terra_peak_7328	0	1
SRR2062968_terra_peak_7322	0	1
SRR2062968_terra_peak_7314	0	1
SRR2062968_terra_peak_7298	0	1
SRR2062968_terra_peak_7291	0	1
SRR2062968_terra_peak_7290	0	1
SRR2062968_terra_peak_7287	0	1
SRR2062968_terra_peak_7272	0	1
SRR2062968_terra_peak_7267	0	1
SRR2062968_terra_peak_7240	0	1
SRR2062968_terra_peak_7104	0	1
SRR2062968_terra_peak_7010	0	1
SRR2062968_terra_peak_6798	0	1
SRR2062968_terra_peak_6693	0	1
SRR2062968_terra_peak_6631	0	1
SRR2062968_terra_peak_6629	0	1
SRR2062968_terra_peak_6624	0	1
SRR2062968_terra_peak_6615	0	1
SRR2062968_terra_peak_6596	0	1
SRR2062968_terra_peak_6443	0	1
SRR2062968_terra_peak_5291	0	1
SRR2062968_terra_peak_4998	0	1
SRR2062968_terra_peak_4794	0	1
SRR2062968_terra_peak_4514	0	1
SRR2062968_terra_peak_4281	0	1
SRR2062968_terra_peak_4217	0	1
SRR2062968_terra_peak_4023	0	1
SRR2062968_terra_peak_3973	0	1
SRR2062968_terra_peak_3930	0	1
SRR2062968_terra_peak_3699	0	1
SRR2062968_terra_peak_3376	0	1
SRR2062968_terra_peak_3359	0	1
SRR2062968_terra_peak_3250	0	1
SRR2062968_terra_peak_30268	0	1
SRR2062968_terra_peak_30256	0	1
SRR2062968_terra_peak_30188	0	1
SRR2062968_terra_peak_30161	0	1
SRR2062968_terra_peak_30151	0	1
SRR2062968_terra_peak_30103	0	1
SRR2062968_terra_peak_30068	0	1
SRR2062968_terra_peak_30062	0	1
SRR2062968_terra_peak_30027	0	1
SRR2062968_terra_peak_30024	0	1
SRR2062968_terra_peak_30002	0	1
SRR2062968_terra_peak_30000	0	1
SRR2062968_terra_peak_29993	0	1
SRR2062968_terra_peak_29985	0	1
SRR2062968_terra_peak_29614	0	1
SRR2062968_terra_peak_29590	0	1
SRR2062968_terra_peak_29518	0	1
SRR2062968_terra_peak_29416	0	1
SRR2062968_terra_peak_29267	0	1
SRR2062968_terra_peak_29261	0	1
SRR2062968_terra_peak_28907	0	1
SRR2062968_terra_peak_2852	0	1
SRR2062968_terra_peak_28316	0	1
SRR2062968_terra_peak_28295	0	1
SRR2062968_terra_peak_28294	0	1
SRR2062968_terra_peak_28285	0	1
SRR2062968_terra_peak_28277	0	1
SRR2062968_terra_peak_28276	0	1
SRR2062968_terra_peak_28267	0	1
SRR2062968_terra_peak_28242	0	1
SRR2062968_terra_peak_28240	0	1
SRR2062968_terra_peak_28235	0	1
SRR2062968_terra_peak_28222	0	1
SRR2062968_terra_peak_28211	0	1
SRR2062968_terra_peak_28201	0	1
SRR2062968_terra_peak_28198	0	1
SRR2062968_terra_peak_28186	0	1
SRR2062968_terra_peak_28141	0	1
SRR2062968_terra_peak_28121	0	1
SRR2062968_terra_peak_27703	0	1
SRR2062968_terra_peak_27399	0	1
SRR2062968_terra_peak_26932	0	1
SRR2062968_terra_peak_2691	0	1
SRR2062968_terra_peak_26740	0	1
SRR2062968_terra_peak_26489	0	1
SRR2062968_terra_peak_26437	0	1
SRR2062968_terra_peak_26435	0	1
SRR2062968_terra_peak_26393	0	1
SRR2062968_terra_peak_26349	0	1
SRR2062968_terra_peak_2617	0	1
SRR2062968_terra_peak_25813	0	1
SRR2062968_terra_peak_25662	0	1
SRR2062968_terra_peak_25464	0	1
SRR2062968_terra_peak_25347	0	1
SRR2062968_terra_peak_25185	0	1
SRR2062968_terra_peak_25147	0	1
SRR2062968_terra_peak_2512	0	1
SRR2062968_terra_peak_24896	0	1
SRR2062968_terra_peak_24795	0	1
SRR2062968_terra_peak_24730	0	1
SRR2062968_terra_peak_2461	0	1
SRR2062968_terra_peak_24604	0	1
SRR2062968_terra_peak_2460	0	1
SRR2062968_terra_peak_24465	0	1
SRR2062968_terra_peak_24449	0	1
SRR2062968_terra_peak_23583	0	1
SRR2062968_terra_peak_23387	0	1
SRR2062968_terra_peak_23229	0	1
SRR2062968_terra_peak_2307	0	1
SRR2062968_terra_peak_23034	0	1
SRR2062968_terra_peak_22918	0	1
SRR2062968_terra_peak_22651	0	1
SRR2062968_terra_peak_22196	0	1
SRR2062968_terra_peak_22040	0	1
SRR2062968_terra_peak_22030	0	1
SRR2062968_terra_peak_21958	0	1
SRR2062968_terra_peak_21773	0	1
SRR2062968_terra_peak_21607	0	1
SRR2062968_terra_peak_21558	0	1
SRR2062968_terra_peak_21533	0	1
SRR2062968_terra_peak_21384	0	1
SRR2062968_terra_peak_2123	0	1
SRR2062968_terra_peak_21207	0	1
SRR2062968_terra_peak_20722	0	1
SRR2062968_terra_peak_20474	0	1
SRR2062968_terra_peak_20461	0	1
SRR2062968_terra_peak_20455	0	1
SRR2062968_terra_peak_20263	0	1
SRR2062968_terra_peak_20260	0	1
SRR2062968_terra_peak_19707	0	1
SRR2062968_terra_peak_19250	0	1
SRR2062968_terra_peak_1906	0	1
SRR2062968_terra_peak_18932	0	1
SRR2062968_terra_peak_18845	0	1
SRR2062968_terra_peak_18788	0	1
SRR2062968_terra_peak_18495	0	1
SRR2062968_terra_peak_18432	0	1
SRR2062968_terra_peak_18358	0	1
SRR2062968_terra_peak_17990	0	1
SRR2062968_terra_peak_17885	0	1
SRR2062968_terra_peak_1769	0	1
SRR2062968_terra_peak_17447	0	1
SRR2062968_terra_peak_17405	0	1
SRR2062968_terra_peak_17006	0	1
SRR2062968_terra_peak_16799	0	1
SRR2062968_terra_peak_16746	0	1
SRR2062968_terra_peak_16705	0	1
SRR2062968_terra_peak_16063	0	1
SRR2062968_terra_peak_15520	0	1
SRR2062968_terra_peak_15479	0	1
SRR2062968_terra_peak_15141	0	1
SRR2062968_terra_peak_15117	0	1
SRR2062968_terra_peak_15024	0	1
SRR2062968_terra_peak_15019	0	1
SRR2062968_terra_peak_14587	0	1
SRR2062968_terra_peak_14565	0	1
SRR2062968_terra_peak_14559	0	1
SRR2062968_terra_peak_14517	0	1
SRR2062968_terra_peak_14441	0	1
SRR2062968_terra_peak_13999	0	1
SRR2062968_terra_peak_13962	0	1
SRR2062968_terra_peak_13768	0	1
SRR2062968_terra_peak_13538	0	1
SRR2062968_terra_peak_13530	0	1
SRR2062968_terra_peak_13206	0	1
SRR2062968_terra_peak_12401	0	1
SRR2062968_terra_peak_12317	0	1
SRR2062968_terra_peak_12280	0	1
SRR2062968_terra_peak_11374	0	1
SRR2062968_terra_peak_11057	0	1
SRR2062968_terra_peak_10651	0	1
SRR2062968_terra_peak_10317	0	1
SRR2062968_terra_peak_10310	0	1
SRR2062968_terra_peak_10200	0	1
SRR2062968_terra_peak_10167	0	1
SRR2062968_terra_peak_9956	0	1
SRR2062968_terra_peak_9913	0	1
SRR2062968_terra_peak_9894	0	1
SRR2062968_terra_peak_9892	0	1
